City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,ladario,-19.0047,-57.6017,26.9,68,67,1.33,BR,1680052022
368,ostrovnoy,68.0531,39.5131,-13.55,98,89,3.05,RU,1680052195
369,gualaquiza,-3.4,-78.55,16.85,98,30,0.82,EC,1680052314
370,conde,-7.2597,-34.9075,25.7,89,20,2.57,BR,1680052170
371,ustka,54.5805,16.8619,-1.86,66,1,3.63,PL,1680052314
372,hornepayne,49.2138,-84.7705,-12.27,97,100,0.89,CA,1680052314
373,prince rupert,54.3161,-130.3201,8.71,59,14,1.64,CA,1680052212
374,praia da vitoria,38.7333,-27.0667,14.31,80,0,10.12,PT,1680052315
375,nisia floresta,-6.0911,-35.2086,25.45,86,72,2.74,BR,1680052114
376,tumaco,1.7986,-78.8156,25.66,84,10,3.03,CO,1680052315
377,vardo,70.3705,31.1107,-2.01,64,75,3.09,NO,1680052315
378,walvis bay,-22.9575,14.5053,16.49,90,0,3.48,NA,1680052315
379,bria,6.5423,21.9863,21.87,83,31,1.94,CF,1680052315
380,myaundzha,63.0494,147.1858,-12.66,86,58,2.24,RU,1680052315
381,santiago del estero,-27.7951,-64.2615,28.08,51,0,5.06,AR,1680052315
382,yarada,17.65,83.2667,26.18,100,40,1.54,IN,1680052315
383,vila franca do campo,37.7167,-25.4333,16.23,83,3,8.99,PT,1680052316
384,kloulklubed,7.0419,134.2556,28.17,68,99,1.08,PW,1680052316
385,inhambane,-23.865,35.3833,20.3,66,0,1.65,MZ,1680052185
386,hue,16.4667,107.6,22.06,88,75,2.57,VN,1680052032
387,lidkoping,58.5052,13.1577,-0.99,92,100,6.06,SE,1680052316
388,eureka,40.8021,-124.1637,9.34,82,100,4.92,US,1680052316
389,banda aceh,5.5577,95.3222,27.1,76,99,0.62,ID,1680052316
390,cockburn town,21.4612,-71.1419,25.15,75,0,9.01,TC,1680052172
391,axim,4.8699,-2.2405,26.68,86,6,2.88,GH,1680052316
392,kaspiyskiy,45.3929,47.3707,8.55,78,1,5.02,RU,1680052317
393,moussoro,13.6408,16.4901,27.08,15,100,6.21,TD,1680052317
394,hobyo,5.3505,48.5268,27.7,66,29,4.43,SO,1680052317
395,sens,48.1667,3.3333,8.53,73,100,3.69,FR,1680052317
396,lumphat,13.4878,106.9816,27.74,61,99,3.09,KH,1680052317
397,kulachi,31.9286,70.4592,20.76,57,100,2.49,PK,1680052317
398,elizabeth city,36.2946,-76.2511,12.23,76,0,3.6,US,1680052317
399,maningrida,-12.0667,134.2667,29.5,61,100,3.52,AU,1680052318
400,coruripe,-10.1256,-36.1756,25.54,82,9,3.79,BR,1680052318
401,evensk,61.95,159.2333,-13.78,89,100,0.98,RU,1680052318
402,merauke,-8.4667,140.3333,28.85,73,100,3.89,ID,1680052318
403,vostok,46.4856,135.8833,5.54,44,10,3.56,RU,1680052318
404,dingle,10.9995,122.6711,28.33,72,100,5.21,PH,1680052318
405,davila,18.4726,120.5763,29.99,66,25,2.69,PH,1680052318
406,luderitz,-26.6481,15.1594,16.06,69,0,6.82,NA,1680052319
407,tommot,58.9564,126.2925,-2.35,95,100,5.19,RU,1680052231
408,imbituba,-28.24,-48.6703,21.53,90,100,5.38,BR,1680052319
409,kaitangata,-46.2817,169.8464,11.17,51,81,3.02,NZ,1680052319
410,tucuman,-26.8241,-65.2226,24.0,83,75,1.54,AR,1680052237
411,ararangua,-28.9347,-49.4858,20.14,92,5,1.9,BR,1680052319
412,vanavara,60.34,102.2797,-8.89,95,100,1.99,RU,1680052319
413,natal,-5.795,-35.2094,25.36,94,40,1.54,BR,1680052204
414,mmathubudukwane,-24.6,26.4333,15.21,78,5,2.56,BW,1680052320
415,balikpapan,-1.2675,116.8289,26.55,89,20,4.12,ID,1680052320
416,guanica,17.9716,-66.908,25.58,64,0,2.91,PR,1680052320
417,olga,43.7444,135.2892,7.68,55,1,2.41,RU,1680052320
418,ossora,59.2353,163.0719,-4.76,72,7,1.35,RU,1680052320
419,dong hoi,17.4833,106.6,22.17,84,100,2.32,VN,1680052320
420,salalah,17.0151,54.0924,28.05,78,75,1.03,OM,1680052320
421,fare,-16.7,-151.0167,27.77,74,50,3.43,PF,1680052320
422,ranau,5.9538,116.6641,24.78,72,100,0.75,MY,1680052321
423,saint-pierre,-21.3393,55.4781,23.82,53,0,3.6,RE,1680052321
424,pinyug,60.251,47.7842,-7.64,92,22,2.59,RU,1680052321
425,chernyshevskiy,63.0128,112.4714,-18.99,92,20,0.58,RU,1680052321
426,moncton,46.1159,-64.8019,-5.1,98,80,0.44,CA,1680052321
427,inirida,3.8653,-67.9239,23.37,94,100,1.57,CO,1680052297
428,tubigan,8.5322,124.3122,27.72,79,100,0.82,PH,1680052322
429,laguna,38.421,-121.4238,10.72,90,75,5.66,US,1680052250
430,terrace,54.5163,-128.6035,11.67,42,10,0.82,CA,1680052044
431,cine,37.6117,28.0614,7.67,91,99,2.91,TR,1680052322
432,ulaangom,49.9811,92.0667,-11.68,88,46,0.84,MN,1680052323
433,champerico,14.3,-91.9167,28.5,68,1,4.54,GT,1680052164
434,copiapo,-27.3667,-70.3333,15.83,65,0,1.07,CL,1680052167
435,nikolayevka,53.1257,47.2041,3.95,91,100,4.15,RU,1680052324
436,norilsk,69.3535,88.2027,-28.29,98,77,2.56,RU,1680052324
437,cruzeiro do sul,-29.5128,-51.9853,23.93,88,5,0.56,BR,1680052325
438,savonlinna,61.8699,28.88,-3.97,93,100,2.57,FI,1680052325
439,nyanguge,-2.55,33.2,20.33,79,100,0.97,TZ,1680052151
440,hervey bay,-25.2986,152.8535,25.94,68,100,4.25,AU,1680052325
441,miri,4.4148,114.0089,26.8,83,86,1.54,MY,1680052326
442,port hardy,50.6996,-127.4199,8.71,55,1,3.13,CA,1680052202
443,port blair,11.6667,92.75,26.37,77,100,1.55,IN,1680052326
444,lima,-12.0432,-77.0282,27.17,67,0,4.12,PE,1680052077
445,rudbar,30.15,62.6,17.17,68,100,2.0,AF,1680052326
446,westport,41.1415,-73.3579,8.44,53,0,2.06,US,1680052125
447,emerald,-23.5333,148.1667,29.08,47,100,1.9,AU,1680052307
448,nuuk,64.1835,-51.7216,-14.52,82,19,3.83,GL,1680052194
449,jinan,36.6683,116.9972,18.24,30,0,4.86,CN,1680052263
450,gat,31.61,34.7642,14.9,69,0,1.74,IL,1680052327
451,cherskiy,68.75,161.3,-8.4,72,100,10.53,RU,1680052327
452,najran,17.4924,44.1277,20.38,41,100,1.61,SA,1680052327
453,san cristobal,7.7669,-72.225,21.1,69,82,0.22,VE,1680052276
454,loa janan,-0.583,117.095,28.3,72,38,0.62,ID,1680052328
455,moranbah,-22.0016,148.0466,29.16,38,96,2.36,AU,1680052328
456,big bend,-26.8167,31.9333,16.42,76,0,1.78,SZ,1680052328
457,ust-kan,50.9276,84.761,0.52,84,6,1.55,RU,1680052329
458,vila,42.0304,-8.1588,12.49,67,100,2.43,PT,1680052289
459,silivri,41.0802,28.226,5.03,97,100,9.48,TR,1680052330
460,yar-sale,66.8333,70.8333,-25.59,100,100,3.02,RU,1680052223
461,salinopolis,-0.6136,-47.3561,25.27,87,100,3.56,BR,1680052331
462,ravar,31.2656,56.8055,14.33,47,0,1.81,IR,1680052331
463,ust-ilimsk,58.0006,102.6619,-2.27,96,100,2.93,RU,1680052331
464,oksfjord,70.2396,22.3479,-3.9,88,18,3.16,NO,1680052331
465,yurimaguas,-5.9,-76.0833,22.84,99,100,0.84,PE,1680052332
466,altay,47.8667,88.1167,3.49,60,7,3.04,CN,1680052332
467,kutum,14.2,24.6667,19.43,17,1,3.66,SD,1680052332
468,garissa,-0.4536,39.6401,26.81,71,69,5.06,KE,1680052332
469,okhotsk,59.3833,143.3,-6.56,89,100,2.86,RU,1680052333
470,leninskoye,41.7589,69.3864,16.31,34,100,2.41,KZ,1680052334
471,kununurra,-15.7667,128.7333,29.99,66,100,2.06,AU,1680052164
472,high level,58.5169,-117.136,-0.32,94,100,1.41,CA,1680052334
473,turayf,31.6725,38.6637,13.51,48,0,3.13,SA,1680052334
474,saltpond,5.2091,-1.0606,26.96,86,8,3.64,GH,1680052335
475,yatou,37.15,122.3833,12.61,56,78,5.51,CN,1680052335
476,jacareacanga,-6.2222,-57.7528,24.02,90,100,0.92,BR,1680052335
477,port shepstone,-30.7414,30.455,22.19,55,100,2.41,ZA,1680052335
478,geraldton,-28.7667,114.6,25.23,69,40,8.75,AU,1680052336
479,koutiala,12.3917,-5.4642,31.32,41,77,4.21,ML,1680052336
480,mogadishu,2.0371,45.3438,27.41,78,35,4.66,SO,1680052336
481,blankenberge,51.3131,3.1323,7.99,66,100,1.34,BE,1680052337
482,yuzhno-kurilsk,44.0306,145.8556,3.26,81,7,4.11,RU,1680052337
483,san policarpo,12.1791,125.5072,26.83,84,100,4.01,PH,1680052256
484,ndende,-2.4008,11.3581,22.76,99,100,0.72,GA,1680052337
485,vila do maio,15.1333,-23.2167,27.44,76,0,6.04,CV,1680052338
486,sao gabriel da cachoeira,-0.1303,-67.0892,22.8,98,96,0.33,BR,1680052309
487,christchurch,-43.5333,172.6333,10.51,72,75,5.14,NZ,1680052227
488,jumla,29.2747,82.1838,4.75,67,4,2.17,NP,1680052338
489,knysna,-34.0363,23.0471,16.66,86,100,4.47,ZA,1680052338
490,le moule,16.3332,-61.3473,23.02,73,0,6.38,GP,1680052339
491,brae,60.3964,-1.353,4.14,72,100,6.26,GB,1680052339
492,nizhniy ingash,56.2,96.53,5.76,74,100,6.55,RU,1680052339
493,along,28.1667,94.7667,15.7,87,100,0.79,IN,1680052296
494,alofi,-19.0595,-169.9187,27.94,83,75,4.63,NU,1680052340
495,save,8.0425,2.486,27.4,70,56,2.14,BJ,1680052340
496,jaciara,-15.9653,-54.9683,23.46,82,14,1.4,BR,1680052317
497,katherine,-14.4667,132.2667,30.18,54,7,2.57,AU,1680052340
498,dharchula,29.85,80.5333,11.8,38,18,3.26,IN,1680052340
499,esmeraldas,-19.7625,-44.3139,25.48,91,17,2.35,BR,1680052341
500,cookeville,36.1628,-85.5016,9.44,57,0,0.0,US,1680052221
501,margate,51.3813,1.3862,9.39,81,100,2.24,GB,1680052341
502,iguape,-24.7081,-47.5553,23.5,83,100,3.35,BR,1680052341
503,eldorado,-23.7869,-54.2836,22.19,91,28,2.09,BR,1680052342
504,thanh hoa,19.8,105.7667,19.49,84,100,1.64,VN,1680052342
505,ozernovskiy,51.5,156.5167,-1.13,79,100,4.67,RU,1680052342
506,marrakesh,31.6315,-8.0083,24.04,31,0,1.54,MA,1680052342
507,lichuan,30.3,108.85,7.73,89,100,0.38,CN,1680052342
508,suifenhe,44.4,131.1667,8.86,29,0,3.79,CN,1680052343
509,kasempa,-13.4584,25.8338,16.82,97,81,2.21,ZM,1680052343
510,santa maria,-29.6842,-53.8069,22.43,52,0,0.95,BR,1680052160
511,ahuimanu,21.4447,-157.8378,28.84,72,40,5.14,US,1680052344
512,saravena,6.9538,-71.8752,25.45,60,100,1.73,CO,1680052344
513,ayan,56.45,138.1667,-4.32,87,99,4.07,RU,1680052344
514,thinadhoo,0.5333,72.9333,27.83,76,5,2.66,MV,1680052344
515,tazovskiy,67.4667,78.7,-20.17,100,100,1.29,RU,1680052344
516,kargasok,59.0556,80.8572,3.56,83,100,7.22,RU,1680052345
517,kavaratti,10.5669,72.642,26.76,73,56,2.17,IN,1680052345
518,naica,27.85,-105.4833,16.32,48,95,6.61,MX,1680052345
519,zyryanka,65.75,150.85,-6.5,72,23,4.08,RU,1680052345
520,praxedis guerrero,31.3667,-106.0167,16.7,26,0,8.71,MX,1680052346
521,northam,51.0333,-4.2167,10.9,96,100,5.77,GB,1680052346
522,khani,41.9563,42.9566,4.76,88,39,1.69,GE,1680052346
523,kropotkin,45.4375,40.5756,9.49,90,100,2.61,RU,1680052347
524,show low,34.2542,-110.0298,14.16,22,0,6.69,US,1680052347
525,havelock,34.8791,-76.9013,13.85,71,100,3.13,US,1680052347
526,tongren,27.7172,109.1853,10.99,94,100,0.51,CN,1680052347
527,djibo,14.1022,-1.6306,28.55,36,56,1.66,BF,1680052348
528,raton,36.9034,-104.4391,8.19,18,0,11.32,US,1680052348
529,torres,-29.3353,-49.7269,22.13,91,0,3.67,BR,1680052173
530,bud,39.447,-86.1758,7.01,53,0,2.53,US,1680052349
531,bereda,43.2686,-7.5406,10.0,83,92,1.49,ES,1680052187
532,mathathane,-22.2687,28.7495,16.52,73,10,2.03,BW,1680052349
533,bangassou,4.7413,22.8184,22.2,82,100,1.02,CF,1680052349
534,abilene,32.4487,-99.7331,13.21,32,75,4.12,US,1680052350
535,marawi,7.9986,124.2928,23.79,86,100,1.4,PH,1680052350
536,kushima,31.4583,131.2333,16.96,51,100,2.08,JP,1680052350
537,herre,59.1,9.5667,0.51,94,100,1.95,NO,1680052350
538,leshukonskoye,64.8989,45.7622,-18.63,100,100,1.29,RU,1680052351
539,pontian kecil,1.4801,103.3899,29.12,88,0,2.26,MY,1680052351
540,khvastovichi,53.4694,35.0941,7.73,77,100,6.28,RU,1680052351
541,mitu,1.1983,-70.1733,22.42,98,87,0.02,CO,1680052352
542,arkhara,49.4212,130.0842,8.7,34,84,6.28,RU,1680052352
543,seoul,37.5683,126.9778,10.66,41,28,0.52,KR,1680052352
544,bor,56.3567,44.0669,1.96,89,100,5.09,RU,1680052352
545,kawalu,-7.3817,108.2082,25.8,85,90,0.89,ID,1680052352
546,tezu,27.9167,96.1667,17.64,77,100,1.5,IN,1680052352
547,hovd,48.0056,91.6419,2.33,32,5,0.5,MN,1680052353
548,leh,34.1667,77.5833,-9.09,80,64,0.8,IN,1680052353
549,pittsfield,42.4501,-73.2454,3.7,73,0,2.57,US,1680052353
550,angoram,-4.0625,144.0661,31.97,58,100,0.55,PG,1680052353
551,warri,5.5167,5.75,24.48,87,100,1.79,NG,1680052354
552,chilca,-12.5211,-76.7372,23.78,81,100,2.67,PE,1680052354
553,poum,-20.2333,164.0167,26.5,76,99,5.03,NC,1680052207
554,kijang,35.2442,129.2139,14.15,47,7,1.77,KR,1680052355
555,slavutych,51.5196,30.7343,-2.48,94,100,9.21,UA,1680052355
556,kimbe,-5.5502,150.1429,31.97,58,2,2.14,PG,1680052356
557,troy,42.6056,-83.1499,7.58,55,0,1.54,US,1680052356
558,shaunavon,49.6501,-108.4181,-8.7,95,88,0.4,CA,1680052256
559,abbeville,50.1,1.8333,10.14,84,100,3.69,FR,1680052358
560,sakakah,29.9697,40.2064,16.94,28,0,2.77,SA,1680052358
561,sal rei,16.1833,-22.9167,23.09,76,6,4.19,CV,1680052318
